ID,Group,Feature_1,Feature_2,Feature_3
ID450,A,2679.7612519969066,411.31669672085235,5977.925883644358
ID451,A,2682.8614136097062,388.3729892553262,6115.684102919564
ID452,B,2363.1288124208363,384.68988368035343,4713.421594844125
ID453,B,2192.3434281806803,415.12501700973746,4386.073970932212
ID454,A,2021.223145840501,405.4318615517136,4031.4438435099555
ID455,B,1769.495948500481,412.8821079935812,3550.556976872939
ID456,B,2813.968568389771,389.5757550652757,5618.199115139646
ID457,A,2321.764454788623,401.8647998031519,4968.759076980107
ID458,A,2839.461636116723,406.5811906189453,6504.535057556561
ID459,A,1807.8018739794625,386.58142879046255,3482.8789924271055
ID460,B,2624.186887222741,394.9802128557219,5232.611867147237
ID461,B,2340.4472290094564,419.4844236486056,4677.38651097764
ID462,C,2299.896950355886,394.99949200600145,-1903.7086758175215
ID463,A,2378.537227787968,390.8631997105424,5179.977840385928
ID464,C,2432.63516010488,409.22911404257144,-2028.2190053371698
ID465,A,2775.5678532979628,377.84247790020737,6443.930186790678
ID466,B,2548.104226017364,373.55754324872123,5107.294505866182
ID467,A,2132.1155052352933,388.17345174241416,4454.570017619218
ID468,A,2501.884333654632,407.9084734135233,5468.408323271738
ID469,A,2228.8186279903234,391.7868240491229,4747.286199732487
ID470,C,2478.7998193087437,395.877747707226,-2073.9751588916324
ID471,B,2559.960503237601,443.431579304839,5134.53553558978
ID472,C,2258.7754004410604,401.2988522485763,-1846.0890902777248
ID473,C,2083.208940861942,390.75019003251776,-1710.6531411233059
ID474,C,2157.041848343545,406.18876787682706,-1745.0105787278603
ID475,B,2525.461812231364,401.3608073451621,5062.850287211005
ID476,B,2129.721347995744,407.2142578677385,4268.77519929419
ID477,A,2412.659821817906,392.96461730128397,5261.839972344137
ID478,A,2187.2201533255848,404.91080057380157,4536.9872525226965
ID479,C,3043.659158829787,406.26614191572247,-2642.715911161987
ID480,C,1895.2161977683813,391.9435665451587,-1500.9632048224619
ID481,A,2533.588315025217,394.0238825385501,5642.514333778653
ID482,C,2943.384655273582,426.91826903514476,-2495.363827935446
ID483,C,1715.0665490274396,420.6061284819418,-1288.1734910963175
ID484,A,3070.5983596316223,401.29097988514013,7197.728014453163
ID485,C,2459.2217105771724,399.6366597050892,-2058.7552225839513
ID486,B,2270.7350515524195,387.39901610682074,4538.447410244037
ID487,C,2533.757195640108,402.60153758897155,-2157.4154876571947
ID488,A,2579.6258573473224,383.5061693315196,5830.939618332897
ID489,B,2795.8637390995364,392.36684893857944,5596.651349037315
ID490,B,2547.6007827322037,385.6570694842986,5094.725268336028
ID491,C,2612.0443685231835,400.7849325561706,-2232.46093299309
ID492,C,2463.4475109347377,390.40075215908985,-2086.5798910857893
ID493,B,2885.1444058535335,400.2801047734141,5760.062974501528
ID494,C,2515.7416342586944,397.15076569763045,-2133.23925816889
ID495,C,2673.383018138145,392.03490932863696,-2266.3387829242743
ID496,B,2315.179410669365,418.43824467939123,4624.630467880032
ID497,A,2250.7356553330046,386.3928032206956,4807.909838280239
ID498,A,2752.6826701646373,401.4809152092171,6250.337171059339
ID499,B,2128.2631937548194,402.8947501191764,4262.010115406924
ID500,C,2134.891362190153,403.0800788002357,-1704.6669500917335
ID501,A,2266.0916075240625,383.11924268850987,4893.210881444374
ID502,C,2507.0927350339766,402.0447165305746,-2086.917545634048
ID503,A,2587.398262859205,415.5723105351673,5657.7309397559275
ID504,C,1316.8377103745531,368.8182293437316,-951.7301121526401
ID505,A,2607.253200663527,403.44868965558203,5785.635058107014
ID506,A,2308.8652067540643,393.4846989248018,4946.919235592336
ID507,C,2639.8392285039745,376.63963248764526,-2265.6270994698325
ID508,A,2167.3342663127128,413.4180710054721,4427.8167259989
ID509,C,2759.3301800374434,421.57416911757105,-2338.396080525056
ID510,C,2574.389520007587,382.8853708619145,-2211.4091900872486
ID511,C,2467.8798962489086,398.14233968077497,-2068.8256212399037
ID512,A,2523.0872439101167,421.5303376058465,5484.247217242166
ID513,B,2896.5037215376956,413.40783512627735,5804.3657783192175
ID514,B,1996.9778974569895,415.2086388128061,3976.3018948793324
ID515,A,2361.479558174947,397.7821445353754,5094.010865935986
ID516,C,2280.264667273794,385.585395273861,-1898.7557045950055
ID517,B,1508.75678285317,417.9953894635188,3023.8698714275906
ID518,B,2563.0599398709073,398.7799505988466,5111.419072060809
ID519,B,2904.7714639104183,424.96016369098885,5795.913712426245
ID520,A,2324.5790386906333,407.8665724598807,4940.331965811436
ID521,A,2717.4603382192267,420.26063015098595,6049.3896520963535
ID522,A,2487.639734154533,403.9824719163105,5441.305833531967
ID523,B,2146.3961118569455,403.64538591304796,4288.210032030693
ID524,A,2099.6816719528297,394.0999302256803,4331.5362680448325
ID525,B,2564.9473259893225,385.17629789851014,5124.548421961953
ID526,A,2390.07290643143,397.83161839095567,5192.978817890663
ID527,A,2584.7093172992577,386.830744464698,5800.897674712702
ID528,B,2091.589679942733,388.6050257289943,4167.606002726408
ID529,C,2486.971875854822,431.71896241170015,-2026.0748042460907
ID530,B,2530.0287784318216,383.0810093391611,5067.199068776085
ID531,A,2840.678037515004,390.78441484992044,6559.0752416057585
ID532,C,2677.6856596819107,394.2859815451169,-2283.193011512427
ID533,A,2292.9800673447176,393.9480581140065,4896.0019846539635
ID534,A,2652.469740978799,394.09703356459175,5993.482799415637
ID535,A,2460.1615713924125,421.168286037378,5265.773239484854
ID536,A,2065.2750032648014,381.3693941640345,4288.786907734987
ID537,C,2048.306920605883,385.3032755123408,-1673.3533624004074
ID538,A,2325.190551014265,374.8455352389289,5098.558406700451
ID539,C,2660.3790143893334,401.78263387031006,-2256.584272737309
ID540,B,2489.5609921031387,404.72991375711956,4961.3606328189835
ID541,B,2214.3415753430922,398.56752200649817,4451.159770360159
ID542,B,2271.505890121394,403.37748727693844,4541.006691526892
ID543,A,2787.228588231161,427.40061263502224,6221.998993633721
ID544,A,2408.517746428217,379.7986884661381,5342.032448785118
ID545,A,2677.5007423977927,396.24227601363503,6063.681319199931
ID546,C,2616.2360822439637,401.5106985973055,-2240.7259210667066
ID547,C,2752.011220957112,431.6175971911185,-2327.616502368936
ID548,A,2303.2646797340085,390.2552504129512,4951.794597255151
ID549,C,1977.6055151609557,382.221189045382,-1588.5287315185576
ID550,C,2687.179494345127,378.61683318954965,-2288.822313638067
ID551,A,2892.6508325742643,422.76137753085686,6564.19219036412
ID552,C,2341.3699206663623,388.88546635264436,-1924.2745536674756
ID553,A,2131.4316921824025,390.7636620996066,4430.406958134674
ID554,B,2367.368621706967,386.34501632975827,4742.801461693038
ID555,A,2530.4140459388473,399.80390371312825,5592.907406717102
ID556,A,2418.112313291317,389.49430051863624,5298.209535608904
ID557,A,2826.3733652516025,426.2773164702895,6352.670341603096
ID558,B,2762.367235068238,404.19580818478653,5510.337923595701
ID559,C,2239.8170319668666,397.61785710241224,-1833.9446032439
ID560,C,2910.292021468452,413.5095906904912,-2497.715049017753
ID561,B,1885.3951951353597,410.8608772177539,3764.0780639936197
ID562,A,2688.411757325749,406.2914590896707,6027.208524067139
ID563,A,2910.8050246133826,410.50343528265336,6676.811901765561
ID564,C,2407.293071222161,408.39345750954266,-2002.1679886201712
ID565,A,2662.5136000935618,396.4261248652257,5990.022652383378
ID566,B,2228.035962265627,364.61020036313823,4452.291143676605
ID567,B,2481.474983261681,407.04273262040994,4990.0568123444755
ID568,B,2356.943109665718,380.33454639831155,4746.233481379323
ID569,B,2520.038305406374,383.0982519763627,5025.425548464709
ID570,A,2431.3851476722425,433.76982564669464,5128.771023788151
ID571,C,2893.7787998472,405.80202827841543,-2505.15424185906
ID572,B,2474.925064606412,386.0044735268683,4972.918451530928
ID573,B,2257.3684258770127,390.0516488795001,4516.5814657857845
ID574,A,2554.8706079463504,403.89282155297406,5628.223281964454
ID575,C,2113.5761762406223,392.2325317674294,-1713.9696355346407
ID576,C,2638.0990340540557,374.79646611556865,-2252.3644130651037
ID577,B,2656.0371194001086,410.28332797263926,5307.322743184568
ID578,B,2343.2613341960646,411.8479735774069,4678.442920236177
ID579,A,2690.5833120422476,383.15503263038363,6173.075882262643
ID580,B,2388.4594532033293,387.73370112830384,4792.392582377401
ID581,C,2990.7671061667825,401.24537155554845,-2581.0492372281888
ID582,C,2956.089429225023,425.30005496122754,-2509.200106019183
ID583,B,2296.163583184528,397.3061418544766,4577.634414348049
ID584,A,2530.582409076875,386.12038021200976,5657.120588469501
ID585,C,2348.954759318748,406.26561012910014,-1930.812094713331
ID586,C,2897.0708440003527,408.13276733951125,-2490.7855346890174
ID587,C,2559.1942222559724,408.26739969888047,-2142.830847284125
ID588,B,2408.20629933136,398.39159494962286,4822.129620227606
ID589,A,2463.6935063788937,404.4080341980135,5349.439649234288
ID590,B,2401.7745295289337,421.1503479959597,4795.924617087681
ID591,B,2296.445988505661,407.1083813918259,4583.416516382666
ID592,C,2393.156855821154,411.2035845550164,-1975.7471542308583
ID593,A,1885.8420963796714,410.9436597383223,3603.1532144914254
ID594,B,2326.16080449946,393.91234004671384,4655.90510963677
ID595,A,2628.6797439138136,404.2730933065513,5854.235187973909
ID596,A,2219.407630163588,411.6268185831383,4615.047308490433
ID597,A,2617.4514128900737,423.3567672227089,5732.890833586759
ID598,B,2464.8824973814135,409.00681674550765,4923.221197722083
ID599,B,2870.9745443484753,419.91182361781256,5742.174699546968
ID600,C,3111.285646223704,389.7577787982065,-2742.6298852904874
ID601,C,2496.6786493951936,399.2174510604021,-2100.715589504247
ID602,A,2323.7780418131274,427.39920018182386,4823.800788516228
ID603,B,2640.369772957178,393.4948260206168,5285.52825531531
ID604,A,1752.849580741452,399.20635900680475,3281.452071800922
ID605,C,2297.1252584726367,386.68027006391793,-1920.570997272907
ID606,B,2302.8944394440496,426.5756669384402,4604.241858258223
ID607,A,2259.7886869242598,412.2564671347272,4699.243653506004
ID608,A,2406.7002537843164,419.47637179255355,5114.651425429042
ID609,B,2371.715326971446,386.7626813837508,4749.881850402458
ID610,A,2515.1622885816487,391.42072002332173,5575.307645811987
ID611,A,2662.913823128915,404.5194619131623,5976.226677138943
ID612,B,2749.055641497609,402.4914072339701,5488.5292664053295
ID613,A,2635.719023129026,389.5006345955298,5972.208940965145
ID614,C,2652.0612044029335,389.74506829895313,-2258.8918894705803
ID615,B,2841.0115853270067,369.857141266859,5690.962610961272
ID616,B,2410.3007716319826,396.75480948745826,4793.668877981927
ID617,B,2867.299348929241,403.2522308183365,5731.271548662586
ID618,C,2881.2355495516827,401.1006590119048,-2465.634498680461
ID619,A,2293.9868717281547,413.7391694354112,4818.028069876849
ID620,B,2820.719889689562,405.5764175357815,5637.720521757648
ID621,C,2228.2120207090893,368.648497016347,-1840.6177046960247
ID622,B,2697.2942918870376,363.6189469614024,5406.8697362670855
ID623,A,1898.1434544221875,414.21437135091696,3607.0021044388723
ID624,B,2688.994583827034,407.5951976238457,5386.693253678688
ID625,B,2716.957879676206,405.67110664289044,5428.025509329273
ID626,B,1954.3862147771815,379.96746309365113,3910.3208076193064
ID627,B,2032.3718160796836,393.66240932258285,4065.027595817311
ID628,A,2781.0692520509324,404.17439550216113,6314.295091459049
ID629,C,2119.38363099657,386.57633142977016,-1730.1105604821305
ID630,C,2190.9265988185457,412.5361595711471,-1760.8041798078084
ID631,A,1735.9249311594808,402.0192532511933,3205.2603002257792
ID632,C,2777.1514225945357,410.9375863258731,-2364.515151290565
ID633,A,2477.8378533202526,393.30710113888523,5467.7002090622045
ID634,B,2940.545707437008,402.08345504053847,5877.157702906709
ID635,A,2591.417420494741,412.11291700783426,5704.6554680356785
ID636,B,2074.217202661096,398.1421003221204,4146.6833212074425
ID637,B,3024.547213487188,398.15608789694784,6043.331935514084
ID638,A,2956.561571079573,376.9291137298944,6971.778914730215
ID639,C,2203.3140817991007,393.3222507087365,-1818.89350500726
ID640,A,2996.41737494951,411.7079451557712,6931.655359329885
ID641,C,2662.63305434316,408.68073675719324,-2256.415311942913
ID642,B,2228.9923055416325,404.29836422655643,4444.946954260268
ID643,C,2658.4521594323337,393.7364594025113,-2263.5515338683203
ID644,B,2514.497636218973,385.53796202382017,5020.127690855667
ID645,B,1993.2765149476218,388.953248822872,3989.718058396635
ID646,A,2448.1305736874256,405.858702339443,5331.808240320404
ID647,A,2465.1718179907957,403.42746860159554,5357.502532181364
ID648,A,2411.763161754317,417.91832303399633,5164.805031375874
ID649,A,2295.9498698812695,389.0231691710033,4942.795703171772
ID650,B,2899.9828452416455,405.8543812663067,5817.580308791961
ID651,B,2504.1212314253826,405.70203682581604,4992.107141010113
ID652,A,2225.1721510815787,418.14889041959043,4570.262309034528
ID653,A,2297.0735606417647,414.7876806342631,4826.016804787136
ID654,C,2312.3265580063785,397.6829101334532,-1915.7011997465386
ID655,A,2316.031862368759,413.2772065728792,4887.325161116107
ID656,B,2531.0123696657006,405.4797371584374,5035.628978249221
ID657,B,1926.1793812894975,378.4762179385609,3866.0112701760468
ID658,B,2383.2939052185825,391.40852671575686,4773.2501389870495
ID659,B,2683.3585454472495,397.31124718199374,5354.978788777989
ID660,B,2179.209132791135,398.0503195478505,4371.072286309475
ID661,C,2510.9295961765056,399.7314279653855,-2114.72299484899
ID662,B,3025.706289977935,408.198670722471,6052.35499593878
ID663,A,2523.333555158473,387.309036315706,5643.725491332587
ID664,A,2626.934033369012,404.87658104615065,5857.922456797692
ID665,C,2542.662985550819,414.53816769107254,-2124.4237107839945
ID666,B,2892.1506648613185,396.0510610876633,5796.70159391117
ID667,B,2875.5135562703863,392.10178909111835,5754.076508033025
ID668,A,2653.7031989410557,393.2073539756621,5987.674617303252
ID669,B,2500.47255393092,379.6993274730396,5022.223110160381
ID670,C,2200.1857976132455,390.98811970132533,-1809.132284500983
ID671,A,2625.6913949227323,391.64069339228206,5914.66638484236
ID672,A,2492.7406050260574,417.6458232276454,5388.408250413376
ID673,C,2876.728560917493,386.3174801235216,-2493.6933165565265
ID674,B,2922.7593129221777,383.94783792950506,5837.846694535893
ID675,A,2539.8126942130834,409.1343126177986,5557.8285040091505
ID676,B,2720.8422089674145,412.36230178036,5451.142606374096
ID677,B,2684.9573782292664,394.347714529224,5380.163859289792
ID678,B,2965.9820012549385,362.84770093439556,5942.968087281204
ID679,A,1881.0113458011592,406.9379507738903,3586.915666275763
ID680,A,2879.887587995022,374.29552356282807,6765.59088332302
ID681,B,2449.736471826008,405.5773540267694,4896.342821647731
ID682,B,3003.599547367287,371.9441209593402,6013.678999687139
ID683,C,2395.9012748841105,405.44380550634014,-2005.6321659054342
ID684,B,2721.696105356021,415.8321666792148,5457.296701440084
ID685,C,2511.4658751482384,418.6914403418492,-2092.882589405327
ID686,B,2941.936274576926,408.5219348822392,5867.137910181713
ID687,C,2819.693477655246,391.43475024326904,-2422.337887987643
ID688,C,2500.811652230675,423.86949151100134,-2072.0562027792917
ID689,C,1968.5152867258803,389.7559946189363,-1592.599953927729
ID690,A,2489.796233179315,393.55139439678,5483.1198202625155
ID691,C,2614.509539286865,402.8267831569785,-2218.920530895147
ID692,A,3148.798314203079,436.9635593099896,7284.497884249142
ID693,C,1540.0707855079115,399.5629168229856,-1140.474088202949
ID694,A,2650.078394865125,399.038507117392,5961.384678469193
ID695,B,2406.674046966613,399.16343748473537,4800.372932402846
ID696,C,2846.4001603652723,400.0128786309254,-2444.6109458583655
ID697,C,2282.165098230809,400.0417631834512,-1896.0830050448938
ID698,C,2315.4630975740733,419.3503061491871,-1907.0402508411066
ID699,C,2829.5931183204057,407.8861687806543,-2413.9241951127497
ID700,A,2582.6337060049077,403.18332313974105,5737.347977480982
ID701,B,2131.0606386824834,419.48146902123256,4250.804420542483
ID702,A,3253.6759273923144,357.4051229617211,7962.732976826442
ID703,A,2659.2675592718856,403.0379346379039,5969.541518001199
ID704,C,1863.1840440834665,392.164817485291,-1478.831693821688
ID705,A,2927.4875820777156,406.03095192973336,6757.215765221885
ID706,C,2544.8332352322514,416.1316755760324,-2150.8471440945773
ID707,A,2503.968737866124,394.64401557325056,5562.549324746808
ID708,B,3011.0168162003347,404.2340127906002,6004.305034858832
ID709,B,2603.0810553822703,392.21618361967086,5215.960488732775
ID710,C,2584.6689015746906,386.7882988871261,-2204.067222997681
ID711,B,2221.2762497326516,389.20642252834574,4449.439425079406
ID712,A,2714.066911327429,387.7372114868736,6198.001844983631
ID713,A,2643.85184756256,404.7398979671244,5919.079266507679
ID714,B,2664.175471138548,391.4508491371096,5338.5917875555115
ID715,B,2612.7972202938204,388.7962648330018,5225.046710416452
ID716,A,2795.170273237596,396.38929958946875,6397.224975332276
ID717,B,2158.2428956302847,417.4401155830307,4314.373947211263
ID718,A,2625.7927964090354,391.9881134993194,5911.127145130079
ID719,B,2370.144024267799,396.0878881939224,4738.378317308865
ID720,B,2278.3964847716484,397.15037050419465,4556.108842889504
ID721,A,2430.558395972857,365.48996087032543,5446.46298774897
ID722,B,2615.950774294468,380.9523199483598,5223.396474252452
ID723,A,2653.509636911685,421.29239914585486,5852.335671380644
ID724,B,2467.4396664831365,397.59792726361206,4917.099316592099
ID725,A,2297.5714032362102,392.4190616719875,4913.565882781883
ID726,C,2366.3076797893427,407.3963955728024,-1953.3685247358278
ID727,A,2708.124574691401,410.52179055388495,6083.068038139329
ID728,C,2308.1147930864777,386.8030044245595,-1915.0933408627145
ID729,C,3383.8976984117253,400.0616802955774,-2992.567981937158
ID730,C,2525.959203161095,414.06919110047727,-2125.2011768544758
ID731,A,2037.8605305591961,386.0791211329246,4185.478074095646
ID732,B,2318.2045118350607,394.34321920527555,4620.864056635508
ID733,B,2751.4676124212565,416.74603192482687,5506.682837583102
ID734,A,1998.767581920645,383.0607383191478,4087.572575786674
ID735,C,2329.174157666497,385.55200438378023,-1921.860365751778
ID736,B,2578.222257653362,392.2047315344736,5150.619113487202
ID737,C,2879.92562970093,386.3765635995198,-2502.1460763997325
ID738,C,2862.7711614789237,383.9439417139407,-2469.3604223612774
ID739,A,2108.172692295195,407.5412928252319,4276.950198357582
ID740,B,2829.7805795543422,407.19984783019,5665.687667476532
ID741,B,2457.4342543916246,373.93464772865144,4918.436947591148
ID742,C,2768.8378533318637,379.02183263383,-2398.7023772522366
ID743,C,2508.568737881023,408.7382631121269,-2066.994191408578
ID744,B,2151.019559834118,406.71155050778435,4288.742442572246
ID745,C,2089.510301212889,408.64177515632264,-1676.9319648568996
ID746,B,2624.135001586117,391.8819593118869,5228.468273585463
ID747,A,2132.894497053318,406.59944555238764,4373.6044401784575
ID748,C,3038.7864943785603,375.40294467995636,-2657.136318226222
ID749,B,2397.1800788949236,386.94874703720666,4784.702426749611
ID750,C,2890.2912600884897,410.38996529302835,-2455.5321112046677
ID751,B,2347.580421874719,394.43810363369016,4678.24017834765
ID752,A,2462.19819787302,393.96655175770434,5408.590425543486
ID753,A,3191.04734086514,380.7870648671496,7668.508577515418
ID754,B,3225.12963317311,371.0064703410317,6438.139253582776
ID755,A,2422.851156038189,397.0492241353898,5277.520871480028
ID756,C,2656.9087526932203,384.1130467132343,-2267.7657700684445
ID757,A,2340.130361108775,402.97405513403805,5005.3287354837785
ID758,B,2379.350350354357,398.4354369450293,4755.386086616618
ID759,B,2324.7334411055826,407.3773340283922,4655.0972059589985
ID760,C,3156.5952415418415,392.2002473508343,-2764.9323638819033
ID761,A,2615.9299317519803,392.47614280670035,5877.57821410914
ID762,A,2764.533207179646,422.0669884951278,6185.800098510621
ID763,A,2715.401476101344,400.7866312522609,6129.820729129757
ID764,C,2528.8447847478974,414.48841607100354,-2134.6941119229864
ID765,A,2609.9857985506856,396.9318417567324,5857.2817663985
ID766,B,2516.4316727088717,383.6356207947049,5018.081323329557
ID767,A,2331.945555388329,398.0939369711272,5012.687969416576
ID768,B,3027.251823720537,385.61615097529574,6049.41919998871
ID769,B,2428.856876744185,393.2589474330778,4838.3487776866305
ID770,B,3057.113416159993,394.8215232033115,6111.685392666218
ID771,A,2238.5279277669033,373.716371356075,4847.897417473319
ID772,A,2084.4051818610383,408.02387696337394,4210.92604764376
ID773,C,2387.1246594233867,434.6315777345505,-1968.6348856346428
ID774,B,2358.804902525182,400.000279756539,4715.178139619303
ID775,B,2666.446474999391,406.3227896142016,5338.7442502897675
ID776,B,2339.8168861331737,399.6994780800041,4673.628611181324
ID777,B,2668.7625456878513,394.07012318954145,5361.670914129961
ID778,A,2476.49511628029,423.2563490225974,5320.614031942836
ID779,C,2498.947874749503,369.8779053378369,-2138.23318116699
ID780,B,3004.342156571485,420.70721399848094,6016.194934355693
ID781,B,2467.489332362212,381.8915096433527,4917.186377841039
ID782,B,2533.891793302556,388.60103747072253,5068.548022121904
ID783,B,2464.0032767258167,383.7243907468498,4931.2494205302
ID784,A,2656.948311474024,400.77198954389814,5964.023579336585
ID785,B,2501.19888269039,404.18159368527085,5002.0739857498065
ID786,A,2896.5613730275068,394.49396182934476,6718.484048200535
ID787,B,2573.1889138265465,390.32146462688036,5161.883517050028
ID788,B,2559.864987920884,373.4973048022024,5140.660444999426
ID789,B,2337.350499838429,403.72175148993267,4687.9038385770855
ID790,C,3010.1661703090153,405.9922930713131,-2612.2870047606
ID791,C,2484.6654445112335,385.4387230198099,-2094.455997316505
ID792,C,3099.997094461088,409.45294807776315,-2667.231625223418
ID793,A,2215.6655435238486,414.0668014508184,4571.716727308351
ID794,C,2225.4229313011288,382.0243726396921,-1847.3735934159752
ID795,B,1919.219655294994,413.02025155962787,3815.780341498014
ID796,C,2657.0141523227085,412.5719715686571,-2223.1206159951926
ID797,A,2169.272825279031,389.13555825905496,4561.356337009914
ID798,A,3117.7186821068367,382.13192625667114,7470.908642937724
ID799,A,2392.2678824198188,382.39589426238666,5260.121995319875
ID800,C,2440.2088391615493,381.8300158593783,-2064.2299935682045
